0,"['30日', '17岁', '28-30天', '12-17岁']"
2,"['18岁', '55岁', '18-22岁', '55-59岁']"
3,"['30日', '55岁', '28-30天', '55-59岁']"
4,"['30日', '60岁', '28-30天', '60-64岁']"
5,"['30日', '60岁', '28-30天', '60-64岁']"
6,"['30日', '60岁', '28-30天', '60-64岁']"
7,"['60日', '65岁', '50天-364天', '65-69岁']"
8,"['60日', '55岁', '50天-364天', '55-59岁']"
9,"['18岁', '45岁', '18-22岁', '41-49岁']"
10,"['60日', '60岁', '50天-364天', '60-64岁']"
11,"['28日', '18岁', '28-30天', '18-22岁']"
12,"['60日', '55岁', '50天-364天', '55-59岁']"
13,"['28日', '55岁', '28-30天', '55-59岁']"
14,"['28日', '60岁', '28-30天', '60-64岁']"
15,"['30日', '50岁', '28-30天', '50-54岁']"
16,"['30日', '60岁', '28-30天', '60-64岁']"
17,"['30日', '60岁', '28-30天', '60-64岁']"
18,"['28日', '65岁', '28-30天', '65-69岁']"
19,"['30日', '18岁', '28-30天', '18-22岁']"
20,"['30日', '60岁', '28-30天', '60-64岁']"
23,"['28日', '50岁', '28-30天', '50-54岁']"
24,"['18岁', '55岁', '18-22岁', '55-59岁']"
25,"['18岁', '55岁', '18-22岁', '55-59岁']"
27,"['30日', '17岁', '28-30天', '12-17岁']"
28,"['30日', '15岁', '28-30天', '12-17岁']"
29,"['30日', '65岁', '28-30天', '65-69岁']"
30,"['28日', '60岁', '28-30天', '60-64岁']"
32,"['60日', '55岁', '50天-364天', '55-59岁']"
33,"['18岁', '55岁', '18-22岁', '55-59岁']"
35,"['30日', '60岁', '28-30天', '60-64岁']"
40,"['16岁', '60岁', '12-17岁', '60-64岁']"
42,"['16岁', '60岁', '12-17岁', '60-64岁']"
43,"['0岁', '17岁', '0岁', '12-17岁']"
44,"['30日', '18岁', '28-30天', '18-22岁']"
46,"['30日', '17岁', '28-30天', '12-17岁']"
47,"['30日', '60岁', '28-30天', '60-64岁']"
48,"['18岁', '55岁', '18-22岁', '55-59岁']"
49,"['18岁', '55岁', '18-22岁', '55-59岁']"
50,"['18岁', '55岁', '18-22岁', '55-59岁']"
51,"['30日', '60岁', '28-30天', '60-64岁']"
53,"['18岁', '50岁', '18-22岁', '50-54岁']"
54,"['30日', '60岁', '28-30天', '60-64岁']"
55,"['7日', '12岁', '1-7天', '12-17岁']"
56,"['18岁', '55岁', '18-22岁', '55-59岁']"
57,"['30日', '65岁', '28-30天', '65-69岁']"
59,"['18岁', '65岁', '18-22岁', '65-69岁']"
60,"['16岁', '55岁', '12-17岁', '55-59岁']"
61,"['28日', '60岁', '28-30天', '60-64岁']"
62,"['30日', '60岁', '28-30天', '60-64岁']"
63,"['30日', '60岁', '28-30天', '60-64岁']"
64,"['30日', '60岁', '28-30天', '60-64岁']"
65,"['18岁', '50岁', '18-22岁', '50-54岁']"
66,"['30日', '70岁', '28-30天', '70-74岁']"
67,"['28日', '65岁', '28-30天', '65-69岁']"
68,"['30日', '65岁', '28-30天', '65-69岁']"
71,"['30日', '65岁', '28-30天', '65-69岁']"
72,"['18岁', '50岁', '18-22岁', '50-54岁']"
73,"['30日', '55岁', '28-30天', '55-59岁']"
74,"['3岁', '50岁', '1-3岁', '50-54岁']"
75,"['30日', '61岁', '28-30天', '60-64岁']"
77,"['28日', '60岁', '28-30天', '60-64岁']"
79,"['30日', '60岁', '28-30天', '60-64岁']"
80,"['30日', '55岁', '28-30天', '55-59岁']"
81,"['30日', '60岁', '28-30天', '60-64岁']"
82,"['30日', '17岁', '28-30天', '12-17岁']"
83,"['28日', '50岁', '28-30天', '50-54岁']"
84,"['1岁', '17岁', '1-3岁', '12-17岁']"
85,"['18岁', '50岁', '18-22岁', '50-54岁']"
86,"['3岁', '60岁', '1-3岁', '60-64岁']"
87,"['18日', '17岁', '16-27天', '12-17岁']"
93,"['3岁', '50岁', '1-3岁', '50-54岁']"
94,"['28日', '55岁', '28-30天', '55-59岁']"
95,"['30日', '50岁', '28-30天', '50-54岁']"
97,"['28日', '50岁', '28-30天', '50-54岁']"
98,"['28日', '50岁', '28-30天', '50-54岁']"
99,"['28日', '60岁', '28-30天', '60-64岁']"
100,"['28日', '17岁', '28-30天', '12-17岁']"
101,"['28日', '54岁', '28-30天', '50-54岁']"
102,"['16岁', '50岁', '12-17岁', '50-54岁']"
103,"['28日', '55岁', '28-30天', '55-59岁']"
104,"['28日', '15岁', '28-30天', '12-17岁']"
105,"['16岁', '65岁', '12-17岁', '65-69岁']"
106,"['28日', '64岁', '28-30天', '60-64岁']"
107,"['28日', '17岁', '28-30天', '12-17岁']"
108,"['16岁', '50岁', '12-17岁', '50-54岁']"
109,"['60日', '65岁', '50天-364天', '65-69岁']"
110,"['60日', '65岁', '50天-364天', '65-69岁']"
111,"['30日', '55岁', '28-30天', '55-59岁']"
112,"['28日', '60岁', '28-30天', '60-64岁']"
113,"['28日', '60岁', '28-30天', '60-64岁']"
115,"['30日', '65岁', '28-30天', '65-69岁']"
116,"['16岁', '60岁', '12-17岁', '60-64岁']"
118,"['20岁', '35岁', '18-22岁', '31-40岁']"
121,"['0岁', '17岁', '0岁', '12-17岁']"
124,"['30日', '60岁', '28-30天', '60-64岁']"
125,"['30日', '60岁', '28-30天', '60-64岁']"
128,"['30日', '60岁', '28-30天', '60-64岁']"
129,"['28日', '65岁', '28-30天', '65-69岁']"
130,"['30日', '55岁', '28-30天', '55-59岁']"
131,"['30日', '60岁', '28-30天', '60-64岁']"
132,"['30日', '55岁', '28-30天', '55-59岁']"
133,"['30日', '60岁', '28-30天', '60-64岁']"
134,"['28日', '59岁', '28-30天', '55-59岁']"
135,"['18岁', '61岁', '18-22岁', '60-64岁']"
136,"['28日', '59岁', '28-30天', '55-59岁']"
137,"['18岁', '61岁', '18-22岁', '60-64岁']"
140,"['30日', '70岁', '28-30天', '70-74岁']"
141,"['28日', '59岁', '28-30天', '55-59岁']"
142,"['28日', '60岁', '28-30天', '60-64岁']"
143,"['30日', '60岁', '28-30天', '60-64岁']"
145,"['18岁', '65岁', '18-22岁', '65-69岁']"
146,"['20岁', '35岁', '18-22岁', '31-40岁']"
147,"['7日', '17岁', '1-7天', '12-17岁']"
148,"['30日', '17岁', '28-30天', '12-17岁']"
149,"['28日', '17岁', '28-30天', '12-17岁']"
150,"['28日', '50岁', '28-30天', '50-54岁']"
153,"['30日', '55岁', '28-30天', '55-59岁']"
154,"['7日', '55岁', '1-7天', '55-59岁']"
155,"['30日', '19岁', '28-30天', '18-22岁']"
157,"['28日', '55岁', '28-30天', '55-59岁']"
158,"['30日', '17岁', '28-30天', '12-17岁']"
159,"['30日', '45岁', '28-30天', '41-49岁']"
160,"['30日', '45岁', '28-30天', '41-49岁']"
161,"['0岁', '60岁', '0岁', '60-64岁']"
162,"['0岁', '60岁', '0岁', '60-64岁']"
163,"['18岁', '55岁', '18-22岁', '55-59岁']"
167,"['18岁', '45岁', '18-22岁', '41-49岁']"
169,"['0岁', '17岁', '0岁', '12-17岁']"
170,"['30日', '60岁', '28-30天', '60-64岁']"
